pr_author_login,pr_author_name,pr_create_at,pr_merged_at,pr_changed_files,pr_LOC,pr_reviewers,pr_first_review_at,pr_review_commits,pr_review_comments,pr_commits,repo_stars,repo_created_at,repo_external_contribution,repo_team_size,user_followers,user_created_at,user_experience,user_repo_experience,user_main_member,user_watched,user_succ_rate
CaoDonghui123,caodonghui,2021-07-06T07:06:21Z,2021-07-07T06:56:43Z,3,8,{'Unknown'},2021-07-06 12:59:25,0,0,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,4,2020-11-26T02:37:55Z,27.009999999999998,18.0,0,1,0.6293965198074788
tkashem,Abu Kashem,2021-07-06T04:26:59Z,2021-07-06T16:34:43Z,10,90,{'Unknown'},2021-07-06 05:39:38,0,6,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,12,2014-04-23T15:08:59Z,11.01,11.0,0,1,0.45413260672116257
neolit123,Lubomir I. Ivanov,2021-07-05T18:50:37Z,2021-07-07T05:11:48Z,6,67,{'Unknown'},2021-07-06 01:32:49,0,1,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,136,2010-07-14T12:37:48Z,1.01,1.0,0,0,0.0
jupblb,Michał Kiełbowicz,2021-07-05T15:34:40Z,2021-07-27T06:36:45Z,1,4,{'Unknown'},2021-07-26 16:52:00,0,0,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,11,2013-01-24T14:40:09Z,10.01,1.0,0,0,0.999000999000999
thejoycekung,Joyce Kung,2021-07-05T15:29:45Z,2021-07-14T03:18:28Z,5,54,{'Unknown'},2021-07-06 09:34:39,0,0,2,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,15,2015-07-19T22:59:35Z,13.01,6.0,0,1,0.9992313604919293
thejoycekung,Joyce Kung,2021-07-05T15:22:48Z,2021-07-14T02:30:26Z,5,54,{'Unknown'},2021-07-06 09:34:31,0,0,2,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,15,2015-07-19T22:59:35Z,13.01,6.0,0,1,0.9992313604919293
thejoycekung,Joyce Kung,2021-07-05T15:13:37Z,2021-07-14T02:12:28Z,4,22,{'Unknown'},2021-07-06 09:34:07,0,0,3,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,15,2015-07-19T22:59:35Z,13.01,6.0,0,1,0.9992313604919293
novahe,NovaHe,2021-07-05T14:00:41Z,2021-07-08T00:05:48Z,1,8,{'Unknown'},2021-07-06 06:35:55,0,4,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,10,2017-03-20T13:28:56Z,29.009999999999998,3.0,0,1,0.7928300586004826
wojtek-t,Wojciech Tyczynski,2021-07-05T12:14:41Z,2021-07-06T23:22:22Z,3,103,{'Unknown'},2021-07-06 16:35:22,0,4,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,301,2015-01-28T15:52:15Z,11.01,9.0,0,1,0.5449591280653951
wojtek-t,Wojciech Tyczynski,2021-07-05T09:38:44Z,2021-07-07T17:44:06Z,6,442,{'Unknown'},2021-07-06 20:11:14,0,11,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,301,2015-01-28T15:52:15Z,11.01,9.0,0,1,0.5449591280653951
chendave,Dave (Wei) Chen,2021-07-05T09:31:03Z,2021-07-06T17:42:48Z,2,64,{'Unknown'},2021-07-05 10:33:57,1,8,2,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,57,2013-11-22T05:30:24Z,7.01,5.0,0,0,0.5706134094151213
